序号,汉字,Unicode,Unicode十六进制,来源,出现次数
1901,慑,24913,U+6151,追加字库; 合并字库; GB2312,3
1902,慕,24917,U+6155,追加字库; 合并字库; GB2312,3
1903,慝,24925,U+615D,追加字库; 合并字库; GB2312,3
1904,慢,24930,U+6162,合并字库; GB2312,2
1905,慧,24935,U+6167,追加字库; 合并字库; GB2312,3
1906,慨,24936,U+6168,追加字库; 合并字库; GB2312,3
1907,慰,24944,U+6170,追加字库; 合并字库; GB2312,3
1908,慵,24949,U+6175,追加字库; 合并字库; GB2312,3
1909,慷,24951,U+6177,追加字库; 合并字库; GB2312,3
1910,憋,24971,U+618B,追加字库; 合并字库; GB2312,3
1911,憎,24974,U+618E,追加字库; 合并字库; GB2312,3
1912,憔,24980,U+6194,追加字库; 合并字库; GB2312,3
1913,憝,24989,U+619D,追加字库; 合并字库; GB2312,3
1914,憧,24999,U+61A7,追加字库; 合并字库; GB2312,3
1915,憨,25000,U+61A8,追加字库; 合并字库; GB2312,3
1916,憩,25001,U+61A9,追加字库; 合并字库; GB2312,3
1917,憬,25004,U+61AC,追加字库; 合并字库; GB2312,3
1918,憷,25015,U+61B7,追加字库; 合并字库; GB2312,3
1919,憾,25022,U+61BE,追加字库; 合并字库; GB2312,3
1920,懂,25026,U+61C2,追加字库; 合并字库; GB2312,3
1921,懈,25032,U+61C8,追加字库; 合并字库; GB2312,3
1922,懊,25034,U+61CA,追加字库; 合并字库; GB2312,3
1923,懋,25035,U+61CB,追加字库; 合并字库; GB2312,3
1924,懑,25041,U+61D1,追加字库; 合并字库; GB2312,3
1925,懒,25042,U+61D2,追加字库; 合并字库; GB2312,3
1926,懔,25044,U+61D4,追加字库; 合并字库; GB2312,3
1927,懦,25062,U+61E6,追加字库; 合并字库; GB2312,3
1928,懵,25077,U+61F5,追加字库; 合并字库; GB2312,3
1929,懿,25087,U+61FF,追加字库; 合并字库; GB2312,3
1930,戆,25094,U+6206,追加字库; 合并字库; GB2312,3
1931,戈,25096,U+6208,追加字库; 合并字库; GB2312,3
1932,戊,25098,U+620A,追加字库; 合并字库; GB2312,3
1933,戋,25099,U+620B,追加字库; 合并字库; GB2312,3
1934,戌,25100,U+620C,追加字库; 合并字库; GB2312,3
1935,戍,25101,U+620D,追加字库; 合并字库; GB2312,3
1936,戎,25102,U+620E,追加字库; 合并字库; GB2312,3
1937,戏,25103,U+620F,追加字库; 合并字库; GB2312,3
1938,成,25104,U+6210,合并字库; GB2312,2
1939,我,25105,U+6211,合并字库; GB2312,2
1940,戒,25106,U+6212,追加字库; 合并字库; GB2312,3
1941,戕,25109,U+6215,追加字库; 合并字库; GB2312,3
1942,或,25110,U+6216,追加字库; 追加字库; 合并字库; GB2312,4
1943,戗,25111,U+6217,追加字库; 合并字库; GB2312,3
1944,战,25112,U+6218,合并字库; GB2312,2
1945,戚,25114,U+621A,追加字库; 合并字库; GB2312,3
1946,戛,25115,U+621B,追加字库; 合并字库; GB2312,3
1947,戟,25119,U+621F,追加字库; 合并字库; GB2312,3
1948,戡,25121,U+6221,追加字库; 合并字库; GB2312,3
1949,戢,25122,U+6222,追加字库; 合并字库; GB2312,3
1950,戤,25124,U+6224,追加字库; 合并字库; GB2312,3
1951,戥,25125,U+6225,追加字库; 合并字库; GB2312,3
1952,截,25130,U+622A,追加字库; 合并字库; GB2312,3
1953,戬,25132,U+622C,追加字库; 合并字库; GB2312,3
1954,戮,25134,U+622E,追加字库; 合并字库; GB2312,3
1955,戳,25139,U+6233,追加字库; 合并字库; GB2312,3
1956,戴,25140,U+6234,追加字库; 合并字库; GB2312,3
1957,户,25143,U+6237,合并字库; GB2312,2
1958,戽,25149,U+623D,追加字库; 合并字库; GB2312,3
1959,戾,25150,U+623E,追加字库; 合并字库; GB2312,3
1960,房,25151,U+623F,合并字库; GB2312,2
1961,所,25152,U+6240,追加字库; 合并字库; GB2312,3
1962,扁,25153,U+6241,追加字库; 合并字库; GB2312,3
1963,扃,25155,U+6243,追加字库; 合并字库; GB2312,3
1964,扇,25159,U+6247,追加字库; 合并字库; GB2312,3
1965,扈,25160,U+6248,追加字库; 合并字库; GB2312,3
1966,扉,25161,U+6249,追加字库; 合并字库; GB2312,3
1967,手,25163,U+624B,合并字库; GB2312,2
1968,扌,25164,U+624C,追加字库; 合并字库; GB2312,3
1969,才,25165,U+624D,合并字库; GB2312,2
1970,扎,25166,U+624E,合并字库; GB2312,2
1971,扑,25169,U+6251,追加字库; 合并字库; GB2312,3
1972,扒,25170,U+6252,追加字库; 合并字库; GB2312,3
1973,打,25171,U+6253,合并字库; GB2312,2
1974,扔,25172,U+6254,追加字库; 合并字库; GB2312,3
1975,托,25176,U+6258,合并字库; GB2312,2
1976,扛,25179,U+625B,追加字库; 合并字库; GB2312,3
1977,扣,25187,U+6263,追加字库; 合并字库; GB2312,3
1978,扦,25190,U+6266,追加字库; 合并字库; GB2312,3
1979,执,25191,U+6267,合并字库; GB2312,2
1980,扩,25193,U+6269,合并字库; GB2312,2
1981,扪,25194,U+626A,追加字库; 合并字库; GB2312,3
1982,扫,25195,U+626B,合并字库; GB2312,2
1983,扬,25196,U+626C,合并字库; GB2312,2
1984,扭,25197,U+626D,追加字库; 合并字库; GB2312,3
1985,扮,25198,U+626E,追加字库; 合并字库; GB2312,3
1986,扯,25199,U+626F,追加字库; 合并字库; GB2312,3
1987,扰,25200,U+6270,追加字库; 合并字库; GB2312,3
1988,扳,25203,U+6273,追加字库; 合并字库; GB2312,3
1989,扶,25206,U+6276,合并字库; GB2312,2
1990,批,25209,U+6279,追加字库; 合并字库; GB2312,3
1991,扼,25212,U+627C,追加字库; 合并字库; GB2312,3
1992,找,25214,U+627E,追加字库; 合并字库; GB2312,3
1993,承,25215,U+627F,合并字库; GB2312,2
1994,技,25216,U+6280,合并字库; GB2312,2
1995,抄,25220,U+6284,追加字库; 合并字库; GB2312,3
1996,抉,25225,U+6289,追加字库; 合并字库; GB2312,3
1997,把,25226,U+628A,合并字库; GB2312,2
1998,抑,25233,U+6291,追加字库; 合并字库; GB2312,3
1999,抒,25234,U+6292,追加字库; 合并字库; GB2312,3
2000,抓,25235,U+6293,追加字库; 合并字库; GB2312,3
2001,投,25237,U+6295,追加字库; 合并字库; GB2312,3
2002,抖,25238,U+6296,追加字库; 合并字库; GB2312,3
2003,抗,25239,U+6297,追加字库; 合并字库; GB2312,3
2004,折,25240,U+6298,追加字库; 合并字库; GB2312,3
2005,抚,25242,U+629A,合并字库; GB2312,2
2006,抛,25243,U+629B,追加字库; 合并字库; GB2312,3
2007,抟,25247,U+629F,追加字库; 合并字库; GB2312,3
2008,抠,25248,U+62A0,追加字库; 合并字库; GB2312,3
2009,抡,25249,U+62A1,追加字库; 合并字库; GB2312,3
2010,抢,25250,U+62A2,合并字库; GB2312,2
2011,护,25252,U+62A4,追加字库; 合并字库; GB2312,3
2012,报,25253,U+62A5,合并字库; GB2312,2
2013,抨,25256,U+62A8,追加字库; 合并字库; GB2312,3
2014,披,25259,U+62AB,追加字库; 合并字库; GB2312,3
2015,抬,25260,U+62AC,追加字库; 合并字库; GB2312,3
2016,抱,25265,U+62B1,追加字库; 合并字库; GB2312,3
2017,抵,25269,U+62B5,追加字库; 合并字库; GB2312,3
2018,抹,25273,U+62B9,追加字库; 合并字库; GB2312,3
2019,抻,25275,U+62BB,追加字库; 合并字库; GB2312,3
2020,押,25276,U+62BC,追加字库; 合并字库; GB2312,3
2021,抽,25277,U+62BD,追加字库; 合并字库; GB2312,3
2022,抿,25279,U+62BF,追加字库; 合并字库; GB2312,3
2023,拂,25282,U+62C2,追加字库; 合并字库; GB2312,3
2024,拄,25284,U+62C4,追加字库; 合并字库; GB2312,3
2025,担,25285,U+62C5,追加字库; 合并字库; GB2312,3
2026,拆,25286,U+62C6,追加字库; 合并字库; GB2312,3
2027,拇,25287,U+62C7,追加字库; 合并字库; GB2312,3
2028,拈,25288,U+62C8,追加字库; 合并字库; GB2312,3
2029,拉,25289,U+62C9,合并字库; GB2312,2
2030,拊,25290,U+62CA,追加字库; 合并字库; GB2312,3
2031,拌,25292,U+62CC,追加字库; 合并字库; GB2312,3
2032,拍,25293,U+62CD,合并字库; GB2312,2
2033,拎,25294,U+62CE,追加字库; 合并字库; GB2312,3
2034,拐,25296,U+62D0,追加字库; 合并字库; GB2312,3
2035,拒,25298,U+62D2,追加字库; 合并字库; GB2312,3
2036,拓,25299,U+62D3,追加字库; 合并字库; GB2312,3
2037,拔,25300,U+62D4,合并字库; GB2312,2
2038,拖,25302,U+62D6,追加字库; 合并字库; GB2312,3
2039,拗,25303,U+62D7,追加字库; 合并字库; GB2312,3
2040,拘,25304,U+62D8,追加字库; 合并字库; GB2312,3
2041,拙,25305,U+62D9,追加字库; 合并字库; GB2312,3
2042,拚,25306,U+62DA,追加字库; 合并字库; GB2312,3
2043,招,25307,U+62DB,合并字库; GB2312,2
2044,拜,25308,U+62DC,追加字库; 合并字库; GB2312,3
2045,拟,25311,U+62DF,合并字库; GB2312,2
2046,拢,25314,U+62E2,追加字库; 合并字库; GB2312,3
2047,拣,25315,U+62E3,追加字库; 合并字库; GB2312,3
2048,拥,25317,U+62E5,追加字库; 合并字库; GB2312,3
2049,拦,25318,U+62E6,追加字库; 合并字库; GB2312,3
2050,拧,25319,U+62E7,追加字库; 合并字库; GB2312,3
2051,拨,25320,U+62E8,追加字库; 合并字库; GB2312,3
2052,择,25321,U+62E9,追加字库; 合并字库; GB2312,3
2053,括,25324,U+62EC,合并字库; GB2312,2
2054,拭,25325,U+62ED,追加字库; 合并字库; GB2312,3
2055,拮,25326,U+62EE,追加字库; 合并字库; GB2312,3
2056,拯,25327,U+62EF,追加字库; 合并字库; GB2312,3
2057,拱,25329,U+62F1,追加字库; 合并字库; GB2312,3
2058,拳,25331,U+62F3,追加字库; 合并字库; GB2312,3
2059,拴,25332,U+62F4,追加字库; 合并字库; GB2312,3
2060,拶,25334,U+62F6,追加字库; 合并字库; GB2312,3
2061,拷,25335,U+62F7,追加字库; 合并字库; GB2312,3
2062,拼,25340,U+62FC,追加字库; 追加字库; 合并字库; GB2312,4
2063,拽,25341,U+62FD,追加字库; 合并字库; GB2312,3
2064,拾,25342,U+62FE,追加字库; 合并字库; GB2312,3
2065,拿,25343,U+62FF,合并字库; GB2312,2
2066,持,25345,U+6301,合并字库; GB2312,2
2067,挂,25346,U+6302,追加字库; 合并字库; GB2312,3
2068,指,25351,U+6307,追加字库; 合并字库; GB2312,3
2069,挈,25352,U+6308,追加字库; 合并字库; GB2312,3
2070,按,25353,U+6309,追加字库; 合并字库; GB2312,3
2071,挎,25358,U+630E,追加字库; 合并字库; GB2312,3
2072,挑,25361,U+6311,合并字库; GB2312,2
2073,挖,25366,U+6316,追加字库; 合并字库; GB2312,3
2074,挚,25370,U+631A,追加字库; 合并字库; GB2312,3
2075,挛,25371,U+631B,追加字库; 合并字库; GB2312,3
2076,挝,25373,U+631D,追加字库; 合并字库; GB2312,3
2077,挞,25374,U+631E,追加字库; 合并字库; GB2312,3
2078,挟,25375,U+631F,追加字库; 合并字库; GB2312,3
2079,挠,25376,U+6320,追加字库; 合并字库; GB2312,3
2080,挡,25377,U+6321,追加字库; 合并字库; GB2312,3
2081,挢,25378,U+6322,追加字库; 合并字库; GB2312,3
2082,挣,25379,U+6323,追加字库; 合并字库; GB2312,3
2083,挤,25380,U+6324,追加字库; 合并字库; GB2312,3
2084,挥,25381,U+6325,追加字库; 合并字库; GB2312,3
2085,挨,25384,U+6328,追加字库; 合并字库; GB2312,3
2086,挪,25386,U+632A,追加字库; 合并字库; GB2312,3
2087,挫,25387,U+632B,追加字库; 合并字库; GB2312,3
2088,振,25391,U+632F,合并字库; GB2312,2
2089,挲,25394,U+6332,追加字库; 合并字库; GB2312,3
2090,挹,25401,U+6339,追加字库; 合并字库; GB2312,3
2091,挺,25402,U+633A,追加字库; 合并字库; GB2312,3
2092,挽,25405,U+633D,追加字库; 合并字库; GB2312,3
2093,捂,25410,U+6342,追加字库; 合并字库; GB2312,3
2094,捃,25411,U+6343,追加字库; 合并字库; GB2312,3
2095,捅,25413,U+6345,追加字库; 合并字库; GB2312,3
2096,捆,25414,U+6346,追加字库; 合并字库; GB2312,3
2097,捉,25417,U+6349,追加字库; 合并字库; GB2312,3
2098,捋,25419,U+634B,追加字库; 合并字库; GB2312,3
2099,捌,25420,U+634C,追加字库; 合并字库; GB2312,3
2100,捍,25421,U+634D,追加字库; 合并字库; GB2312,3
2101,捎,25422,U+634E,追加字库; 合并字库; GB2312,3
2102,捏,25423,U+634F,追加字库; 合并字库; GB2312,3
2103,捐,25424,U+6350,追加字库; 合并字库; GB2312,3
2104,捕,25429,U+6355,追加字库; 合并字库; GB2312,3
2105,捞,25438,U+635E,追加字库; 合并字库; GB2312,3
2106,损,25439,U+635F,追加字库; 合并字库; GB2312,3
2107,捡,25441,U+6361,追加字库; 合并字库; GB2312,3
2108,换,25442,U+6362,合并字库; GB2312,2
2109,捣,25443,U+6363,追加字库; 合并字库; GB2312,3
2110,捧,25447,U+6367,追加字库; 合并字库; GB2312,3
2111,捩,25449,U+6369,追加字库; 合并字库; GB2312,3
2112,捭,25453,U+636D,追加字库; 合并字库; GB2312,3
2113,据,25454,U+636E,追加字库; 合并字库; GB2312,3
2114,捱,25457,U+6371,追加字库; 合并字库; GB2312,3
2115,捶,25462,U+6376,追加字库; 合并字库; GB2312,3
2116,捷,25463,U+6377,追加字库; 合并字库; GB2312,3
2117,捺,25466,U+637A,追加字库; 合并字库; GB2312,3
2118,捻,25467,U+637B,追加字库; 合并字库; GB2312,3
2119,掀,25472,U+6380,追加字库; 合并字库; GB2312,3
2120,掂,25474,U+6382,追加字库; 合并字库; GB2312,3
2121,掇,25479,U+6387,追加字库; 合并字库; GB2312,3
2122,授,25480,U+6388,合并字库; GB2312,2
2123,掉,25481,U+6389,追加字库; 合并字库; GB2312,3
2124,掊,25482,U+638A,追加字库; 合并字库; GB2312,3
2125,掌,25484,U+638C,追加字库; 合并字库; GB2312,3
2126,掎,25486,U+638E,追加字库; 合并字库; GB2312,3
2127,掏,25487,U+638F,追加字库; 合并字库; GB2312,3
2128,掐,25488,U+6390,追加字库; 合并字库; GB2312,3
2129,排,25490,U+6392,合并字库; GB2312,2
2130,掖,25494,U+6396,合并字库; GB2312,2
2131,掘,25496,U+6398,追加字库; 合并字库; GB2312,3
2132,掠,25504,U+63A0,追加字库; 合并字库; GB2312,3
2133,探,25506,U+63A2,追加字库; 合并字库; GB2312,3
2134,掣,25507,U+63A3,追加字库; 合并字库; GB2312,3
2135,接,25509,U+63A5,追加字库; 合并字库; GB2312,3
2136,控,25511,U+63A7,合并字库; GB2312,2
2137,推,25512,U+63A8,追加字库; 合并字库; GB2312,3
2138,掩,25513,U+63A9,追加字库; 合并字库; GB2312,3
2139,措,25514,U+63AA,追加字库; 合并字库; GB2312,3
2140,掬,25516,U+63AC,追加字库; 合并字库; GB2312,3
2141,掭,25517,U+63AD,追加字库; 合并字库; GB2312,3
2142,掮,25518,U+63AE,追加字库; 合并字库; GB2312,3
2143,掰,25520,U+63B0,追加字库; 合并字库; GB2312,3
2144,掳,25523,U+63B3,追加字库; 合并字库; GB2312,3
2145,掴,25524,U+63B4,追加字库; 合并字库; GB2312,3
2146,掷,25527,U+63B7,追加字库; 合并字库; GB2312,3
2147,掸,25528,U+63B8,追加字库; 合并字库; GB2312,3
2148,掺,25530,U+63BA,追加字库; 合并字库; GB2312,3
2149,掼,25532,U+63BC,追加字库; 合并字库; GB2312,3
2150,掾,25534,U+63BE,追加字库; 合并字库; GB2312,3
2151,揄,25540,U+63C4,追加字库; 合并字库; GB2312,3
2152,揆,25542,U+63C6,追加字库; 合并字库; GB2312,3
2153,揉,25545,U+63C9,追加字库; 合并字库; GB2312,3
2154,揍,25549,U+63CD,追加字库; 合并字库; GB2312,3
2155,揎,25550,U+63CE,追加字库; 合并字库; GB2312,3
2156,描,25551,U+63CF,合并字库; GB2312,2
2157,提,25552,U+63D0,合并字库; GB2312,2
2158,插,25554,U+63D2,追加字库; 合并字库; GB2312,3
2159,揖,25558,U+63D6,追加字库; 合并字库; GB2312,3
2160,揞,25566,U+63DE,追加字库; 合并字库; GB2312,3
2161,揠,25568,U+63E0,追加字库; 合并字库; GB2312,3
2162,握,25569,U+63E1,追加字库; 合并字库; GB2312,3
2163,揣,25571,U+63E3,追加字库; 合并字库; GB2312,3
2164,揩,25577,U+63E9,追加字库; 合并字库; GB2312,3
2165,揪,25578,U+63EA,追加字库; 合并字库; GB2312,3
2166,揭,25581,U+63ED,追加字库; 合并字库; GB2312,3
2167,揲,25586,U+63F2,追加字库; 合并字库; GB2312,3
2168,援,25588,U+63F4,合并字库; GB2312,2
2169,揶,25590,U+63F6,追加字库; 合并字库; GB2312,3
2170,揸,25592,U+63F8,追加字库; 合并字库; GB2312,3
2171,揽,25597,U+63FD,追加字库; 合并字库; GB2312,3
2172,揿,25599,U+63FF,追加字库; 合并字库; GB2312,3
2173,搀,25600,U+6400,追加字库; 合并字库; GB2312,3
2174,搁,25601,U+6401,追加字库; 合并字库; GB2312,3
2175,搂,25602,U+6402,追加字库; 合并字库; GB2312,3
2176,搅,25605,U+6405,追加字库; 合并字库; GB2312,3
2177,搋,25611,U+640B,追加字库; 合并字库; GB2312,3
2178,搌,25612,U+640C,追加字库; 合并字库; GB2312,3
2179,搏,25615,U+640F,追加字库; 合并字库; GB2312,3
2180,搐,25616,U+6410,追加字库; 合并字库; GB2312,3
2181,搓,25619,U+6413,追加字库; 合并字库; GB2312,3
2182,搔,25620,U+6414,追加字库; 合并字库; GB2312,3
2183,搛,25627,U+641B,追加字库; 合并字库; GB2312,3
2184,搜,25628,U+641C,合并字库; GB2312,2
2185,搞,25630,U+641E,追加字库; 合并字库; GB2312,3
2186,搠,25632,U+6420,追加字库; 合并字库; GB2312,3
2187,搡,25633,U+6421,追加字库; 合并字库; GB2312,3
2188,搦,25638,U+6426,追加字库; 合并字库; GB2312,3
2189,搪,25642,U+642A,追加字库; 合并字库; GB2312,3
2190,搬,25644,U+642C,追加字库; 合并字库; GB2312,3
2191,搭,25645,U+642D,追加字库; 合并字库; GB2312,3
2192,搴,25652,U+6434,追加字库; 合并字库; GB2312,3
2193,携,25658,U+643A,追加字库; 合并字库; GB2312,3
2194,搽,25661,U+643D,追加字库; 合并字库; GB2312,3
2195,搿,25663,U+643F,追加字库; 合并字库; GB2312,3
2196,摁,25665,U+6441,追加字库; 合并字库; GB2312,3
2197,摄,25668,U+6444,追加字库; 合并字库; GB2312,3
2198,摅,25669,U+6445,追加字库; 合并字库; GB2312,3
2199,摆,25670,U+6446,追加字库; 合并字库; GB2312,3
2200,摇,25671,U+6447,追加字库; 合并字库; GB2312,3
2201,摈,25672,U+6448,追加字库; 合并字库; GB2312,3
2202,摊,25674,U+644A,追加字库; 合并字库; GB2312,3
2203,摒,25682,U+6452,追加字库; 合并字库; GB2312,3
2204,摔,25684,U+6454,追加字库; 合并字库; GB2312,3
2205,摘,25688,U+6458,追加字库; 合并字库; GB2312,3
2206,摞,25694,U+645E,追加字库; 合并字库; GB2312,3
2207,摧,25703,U+6467,追加字库; 合并字库; GB2312,3
2208,摩,25705,U+6469,合并字库; GB2312,2
2209,摭,25709,U+646D,追加字库; 合并字库; GB2312,3
2210,摸,25720,U+6478,追加字库; 合并字库; GB2312,3
2211,摹,25721,U+6479,追加字库; 合并字库; GB2312,3
2212,摺,25722,U+647A,追加字库; 合并字库; GB2312,3
2213,撂,25730,U+6482,追加字库; 合并字库; GB2312,3
2214,撄,25732,U+6484,追加字库; 合并字库; GB2312,3
2215,撅,25733,U+6485,追加字库; 合并字库; GB2312,3
2216,撇,25735,U+6487,追加字库; 合并字库; GB2312,3
2217,撑,25745,U+6491,追加字库; 合并字库; GB2312,3
2218,撒,25746,U+6492,追加字库; 合并字库; GB2312,3
2219,撕,25749,U+6495,追加字库; 合并字库; GB2312,3
2220,撖,25750,U+6496,追加字库; 合并字库; GB2312,3
2221,撙,25753,U+6499,追加字库; 合并字库; GB2312,3
2222,撞,25758,U+649E,追加字库; 合并字库; GB2312,3
2223,撤,25764,U+64A4,追加字库; 合并字库; GB2312,3
2224,撩,25769,U+64A9,追加字库; 合并字库; GB2312,3
2225,撬,25772,U+64AC,追加字库; 合并字库; GB2312,3
2226,播,25773,U+64AD,合并字库; GB2312,2
2227,撮,25774,U+64AE,追加字库; 合并字库; GB2312,3
2228,撰,25776,U+64B0,追加字库; 合并字库; GB2312,3
2229,撵,25781,U+64B5,追加字库; 合并字库; GB2312,3
2230,撷,25783,U+64B7,追加字库; 合并字库; GB2312,3
2231,撸,25784,U+64B8,追加字库; 合并字库; GB2312,3
2232,撺,25786,U+64BA,追加字库; 合并字库; GB2312,3
2233,撼,25788,U+64BC,追加字库; 合并字库; GB2312,3
2234,擀,25792,U+64C0,追加字库; 合并字库; GB2312,3
2235,擂,25794,U+64C2,追加字库; 合并字库; GB2312,3
2236,擅,25797,U+64C5,追加字库; 合并字库; GB2312,3
2237,操,25805,U+64CD,追加字库; 合并字库; GB2312,3
2238,擎,25806,U+64CE,追加字库; 合并字库; GB2312,3
2239,擐,25808,U+64D0,追加字库; 合并字库; GB2312,3
2240,擒,25810,U+64D2,追加字库; 合并字库; GB2312,3
2241,擗,25815,U+64D7,追加字库; 合并字库; GB2312,3
2242,擘,25816,U+64D8,追加字库; 合并字库; GB2312,3
2243,擞,25822,U+64DE,追加字库; 合并字库; GB2312,3
2244,擢,25826,U+64E2,追加字库; 合并字库; GB2312,3
2245,擤,25828,U+64E4,追加字库; 合并字库; GB2312,3
2246,擦,25830,U+64E6,追加字库; 合并字库; GB2312,3
2247,攀,25856,U+6500,合并字库; GB2312,2
2248,攉,25865,U+6509,追加字库; 合并字库; GB2312,3
2249,攒,25874,U+6512,追加字库; 合并字库; GB2312,3
2250,攘,25880,U+6518,追加字库; 合并字库; GB2312,3
2251,攥,25893,U+6525,追加字库; 合并字库; GB2312,3
2252,攫,25899,U+652B,追加字库; 合并字库; GB2312,3
2253,攮,25902,U+652E,追加字库; 合并字库; GB2312,3
2254,支,25903,U+652F,追加字库; 合并字库; GB2312,3
2255,攴,25908,U+6534,追加字库; 合并字库; GB2312,3
2256,攵,25909,U+6535,追加字库; 合并字库; GB2312,3
2257,收,25910,U+6536,合并字库; GB2312,2
2258,攸,25912,U+6538,追加字库; 合并字库; GB2312,3
2259,改,25913,U+6539,追加字库; 合并字库; GB2312,3
2260,攻,25915,U+653B,追加字库; 合并字库; GB2312,3
2261,放,25918,U+653E,合并字库; GB2312,2
2262,政,25919,U+653F,追加字库; 合并字库; GB2312,3
2263,故,25925,U+6545,合并字库; GB2312,2
2264,效,25928,U+6548,追加字库; 合并字库; GB2312,3
2265,敉,25929,U+6549,追加字库; 合并字库; GB2312,3
2266,敌,25932,U+654C,追加字库; 合并字库; GB2312,3
2267,敏,25935,U+654F,追加字库; 合并字库; GB2312,3
2268,救,25937,U+6551,合并字库; GB2312,2
2269,敕,25941,U+6555,追加字库; 合并字库; GB2312,3
2270,敖,25942,U+6556,追加字库; 合并字库; GB2312,3
2271,教,25945,U+6559,追加字库; 合并字库; GB2312,3
2272,敛,25947,U+655B,追加字库; 合并字库; GB2312,3
2273,敝,25949,U+655D,追加字库; 合并字库; GB2312,3
2274,敞,25950,U+655E,追加字库; 合并字库; GB2312,3
2275,敢,25954,U+6562,追加字库; 合并字库; GB2312,3
2276,散,25955,U+6563,追加字库; 合并字库; GB2312,3
2277,敦,25958,U+6566,合并字库; GB2312,2
2278,敫,25963,U+656B,追加字库; 合并字库; GB2312,3
2279,敬,25964,U+656C,追加字库; 合并字库; GB2312,3
2280,数,25968,U+6570,合并字库; GB2312,2
2281,敲,25970,U+6572,追加字库; 合并字库; GB2312,3
2282,整,25972,U+6574,合并字库; GB2312,2
2283,敷,25975,U+6577,追加字库; 合并字库; GB2312,3
2284,文,25991,U+6587,合并字库; GB2312,2
2285,斋,25995,U+658B,追加字库; 合并字库; GB2312,3
2286,斌,25996,U+658C,追加字库; 合并字库; GB2312,3
2287,斐,26000,U+6590,追加字库; 合并字库; GB2312,3
2288,斑,26001,U+6591,追加字库; 合并字库; GB2312,3
2289,斓,26003,U+6593,追加字库; 合并字库; GB2312,3
2290,斗,26007,U+6597,合并字库; GB2312,2
2291,料,26009,U+6599,追加字库; 合并字库; GB2312,3
2292,斛,26011,U+659B,追加字库; 合并字库; GB2312,3
2293,斜,26012,U+659C,追加字库; 合并字库; GB2312,3
2294,斟,26015,U+659F,追加字库; 合并字库; GB2312,3
2295,斡,26017,U+65A1,追加字库; 合并字库; GB2312,3
2296,斤,26020,U+65A4,追加字库; 合并字库; GB2312,3
2297,斥,26021,U+65A5,追加字库; 合并字库; GB2312,3
2298,斧,26023,U+65A7,追加字库; 合并字库; GB2312,3
2299,斩,26025,U+65A9,追加字库; 合并字库; GB2312,3
2300,斫,26027,U+65AB,追加字库; 合并字库; GB2312,3
2301,断,26029,U+65AD,合并字库; GB2312,2
2302,斯,26031,U+65AF,合并字库; GB2312,2
2303,新,26032,U+65B0,合并字库; GB2312,2
2304,方,26041,U+65B9,合并字库; GB2312,2
2305,於,26044,U+65BC,追加字库; 合并字库; GB2312,3
2306,施,26045,U+65BD,合并字库; GB2312,2
2307,旁,26049,U+65C1,追加字库; 合并字库; GB2312,3
2308,旃,26051,U+65C3,追加字库; 合并字库; GB2312,3
2309,旄,26052,U+65C4,追加字库; 合并字库; GB2312,3
2310,旅,26053,U+65C5,合并字库; GB2312,2
2311,旆,26054,U+65C6,追加字库; 合并字库; GB2312,3
2312,旋,26059,U+65CB,追加字库; 合并字库; GB2312,3
2313,旌,26060,U+65CC,追加字库; 合并字库; GB2312,3
2314,旎,26062,U+65CE,追加字库; 合并字库; GB2312,3
2315,族,26063,U+65CF,合并字库; GB2312,2
2316,旒,26066,U+65D2,追加字库; 合并字库; GB2312,3
2317,旖,26070,U+65D6,追加字库; 合并字库; GB2312,3
2318,旗,26071,U+65D7,合并字库; GB2312,2
2319,无,26080,U+65E0,合并字库; GB2312,2
2320,既,26082,U+65E2,追加字库; 合并字库; GB2312,3
2321,日,26085,U+65E5,合并字库; GB2312,2
2322,旦,26086,U+65E6,追加字库; 合并字库; GB2312,3
2323,旧,26087,U+65E7,合并字库; GB2312,2
2324,旨,26088,U+65E8,追加字库; 合并字库; GB2312,3
2325,早,26089,U+65E9,合并字库; GB2312,2
2326,旬,26092,U+65EC,追加字库; 合并字库; GB2312,3
2327,旭,26093,U+65ED,追加字库; 合并字库; GB2312,3
2328,旮,26094,U+65EE,追加字库; 合并字库; GB2312,3
2329,旯,26095,U+65EF,追加字库; 合并字库; GB2312,3
2330,旰,26096,U+65F0,追加字库; 合并字库; GB2312,3
2331,旱,26097,U+65F1,追加字库; 合并字库; GB2312,3
2332,时,26102,U+65F6,合并字库; GB2312,2
2333,旷,26103,U+65F7,追加字库; 合并字库; GB2312,3
2334,旺,26106,U+65FA,合并字库; GB2312,2
2335,昀,26112,U+6600,追加字库; 合并字库; GB2312,3
2336,昂,26114,U+6602,追加字库; 合并字库; GB2312,3
2337,昃,26115,U+6603,追加字库; 合并字库; GB2312,3
2338,昆,26118,U+6606,合并字库; GB2312,2
2339,昊,26122,U+660A,追加字库; 合并字库; GB2312,3
2340,昌,26124,U+660C,合并字库; GB2312,2
2341,明,26126,U+660E,合并字库; GB2312,2
2342,昏,26127,U+660F,合并字库; GB2312,2
2343,易,26131,U+6613,合并字库; GB2312,2
2344,昔,26132,U+6614,合并字库; GB2312,2
2345,昕,26133,U+6615,追加字库; 合并字库; GB2312,3
2346,昙,26137,U+6619,追加字库; 合并字库; GB2312,3
