序号,汉字,Unicode,Unicode十六进制,来源,出现次数
2347,昝,26141,U+661D,合并字库; GB2312,2
2348,星,26143,U+661F,合并字库; GB2312,2
2349,映,26144,U+6620,追加字库; 合并字库; GB2312,3
2350,春,26149,U+6625,合并字库; GB2312,2
2351,昧,26151,U+6627,追加字库; 合并字库; GB2312,3
2352,昨,26152,U+6628,追加字库; 合并字库; GB2312,3
2353,昭,26157,U+662D,合并字库; GB2312,2
2354,是,26159,U+662F,合并字库; GB2312,2
2355,昱,26161,U+6631,追加字库; 合并字库; GB2312,3
2356,昴,26164,U+6634,追加字库; 合并字库; GB2312,3
2357,昵,26165,U+6635,追加字库; 合并字库; GB2312,3
2358,昶,26166,U+6636,追加字库; 合并字库; GB2312,3
2359,昼,26172,U+663C,追加字库; 合并字库; GB2312,3
2360,显,26174,U+663E,合并字库; GB2312,2
2361,晁,26177,U+6641,追加字库; 合并字库; GB2312,3
2362,晃,26179,U+6643,追加字库; 合并字库; GB2312,3
2363,晋,26187,U+664B,合并字库; GB2312,2
2364,晌,26188,U+664C,追加字库; 合并字库; GB2312,3
2365,晏,26191,U+664F,追加字库; 合并字库; GB2312,3
2366,晒,26194,U+6652,追加字库; 合并字库; GB2312,3
2367,晓,26195,U+6653,追加字库; 合并字库; GB2312,3
2368,晔,26196,U+6654,追加字库; 合并字库; GB2312,3
2369,晕,26197,U+6655,追加字库; 合并字库; GB2312,3
2370,晖,26198,U+6656,追加字库; 合并字库; GB2312,3
2371,晗,26199,U+6657,追加字库; 合并字库; GB2312,3
2372,晚,26202,U+665A,合并字库; GB2312,2
2373,晟,26207,U+665F,追加字库; 合并字库; GB2312,3
2374,晡,26209,U+6661,追加字库; 合并字库; GB2312,3
2375,晤,26212,U+6664,追加字库; 合并字库; GB2312,3
2376,晦,26214,U+6666,追加字库; 合并字库; GB2312,3
2377,晨,26216,U+6668,合并字库; GB2312,2
2378,普,26222,U+666E,合并字库; GB2312,2
2379,景,26223,U+666F,合并字库; GB2312,2
2380,晰,26224,U+6670,追加字库; 合并字库; GB2312,3
2381,晴,26228,U+6674,合并字库; GB2312,2
2382,晶,26230,U+6676,追加字库; 合并字库; GB2312,3
2383,晷,26231,U+6677,追加字库; 合并字库; GB2312,3
2384,智,26234,U+667A,追加字库; 合并字库; GB2312,3
2385,晾,26238,U+667E,追加字库; 合并字库; GB2312,3
2386,暂,26242,U+6682,合并字库; GB2312,2
2387,暄,26244,U+6684,追加字库; 合并字库; GB2312,3
2388,暇,26247,U+6687,追加字库; 合并字库; GB2312,3
2389,暌,26252,U+668C,追加字库; 合并字库; GB2312,3
2390,暑,26257,U+6691,追加字库; 合并字库; GB2312,3
2391,暖,26262,U+6696,追加字库; 合并字库; GB2312,3
2392,暗,26263,U+6697,合并字库; GB2312,2
2393,暝,26269,U+669D,追加字库; 合并字库; GB2312,3
2394,暧,26279,U+66A7,追加字库; 合并字库; GB2312,3
2395,暨,26280,U+66A8,合并字库; GB2312,2
2396,暮,26286,U+66AE,追加字库; 合并字库; GB2312,3
2397,暴,26292,U+66B4,追加字库; 合并字库; GB2312,3
2398,暹,26297,U+66B9,追加字库; 合并字库; GB2312,3
2399,暾,26302,U+66BE,追加字库; 合并字库; GB2312,3
2400,曙,26329,U+66D9,合并字库; GB2312,2
2401,曛,26331,U+66DB,追加字库; 合并字库; GB2312,3
2402,曜,26332,U+66DC,追加字库; 合并字库; GB2312,3
2403,曝,26333,U+66DD,追加字库; 合并字库; GB2312,3
2404,曦,26342,U+66E6,追加字库; 合并字库; GB2312,3
2405,曩,26345,U+66E9,追加字库; 合并字库; GB2312,3
2406,曰,26352,U+66F0,追加字库; 合并字库; GB2312,3
2407,曲,26354,U+66F2,合并字库; GB2312,2
2408,曳,26355,U+66F3,追加字库; 合并字库; GB2312,3
2409,更,26356,U+66F4,合并字库; GB2312,2
2410,曷,26359,U+66F7,追加字库; 合并字库; GB2312,3
2411,曹,26361,U+66F9,合并字库; GB2312,2
2412,曼,26364,U+66FC,追加字库; 合并字库; GB2312,3
2413,曾,26366,U+66FE,合并字库; GB2312,2
2414,替,26367,U+66FF,追加字库; 合并字库; GB2312,3
2415,最,26368,U+6700,合并字库; GB2312,2
2416,月,26376,U+6708,合并字库; GB2312,2
2417,有,26377,U+6709,合并字库; GB2312,2
2418,朊,26378,U+670A,追加字库; 合并字库; GB2312,3
2419,朋,26379,U+670B,合并字库; GB2312,2
2420,服,26381,U+670D,合并字库; GB2312,2
2421,朐,26384,U+6710,合并字库; GB2312,2
2422,朔,26388,U+6714,合并字库; GB2312,2
2423,朕,26389,U+6715,追加字库; 合并字库; GB2312,3
2424,朗,26391,U+6717,合并字库; GB2312,2
2425,望,26395,U+671B,合并字库; GB2312,2
2426,朝,26397,U+671D,合并字库; GB2312,2
2427,期,26399,U+671F,追加字库; 合并字库; GB2312,3
2428,朦,26406,U+6726,追加字库; 合并字库; GB2312,3
2429,木,26408,U+6728,合并字库; GB2312,2
2430,未,26410,U+672A,合并字库; GB2312,2
2431,末,26411,U+672B,追加字库; 合并字库; GB2312,3
2432,本,26412,U+672C,合并字库; GB2312,2
2433,札,26413,U+672D,追加字库; 合并字库; GB2312,3
2434,术,26415,U+672F,合并字库; GB2312,2
2435,朱,26417,U+6731,合并字库; GB2312,2
2436,朴,26420,U+6734,追加字库; 合并字库; GB2312,3
2437,朵,26421,U+6735,合并字库; GB2312,2
2438,机,26426,U+673A,合并字库; GB2312,2
2439,朽,26429,U+673D,追加字库; 合并字库; GB2312,3
2440,杀,26432,U+6740,追加字库; 合并字库; GB2312,3
2441,杂,26434,U+6742,追加字库; 合并字库; GB2312,3
2442,权,26435,U+6743,合并字库; GB2312,2
2443,杆,26438,U+6746,追加字库; 合并字库; GB2312,3
2444,杈,26440,U+6748,追加字库; 合并字库; GB2312,3
2445,杉,26441,U+6749,追加字库; 合并字库; GB2312,3
2446,杌,26444,U+674C,追加字库; 合并字库; GB2312,3
2447,李,26446,U+674E,合并字库; GB2312,2
2448,杏,26447,U+674F,追加字库; 合并字库; GB2312,3
2449,材,26448,U+6750,追加字库; 合并字库; GB2312,3
2450,村,26449,U+6751,合并字库; GB2312,2
2451,杓,26451,U+6753,追加字库; 合并字库; GB2312,3
2452,杖,26454,U+6756,追加字库; 合并字库; GB2312,3
2453,杜,26460,U+675C,合并字库; GB2312,2
2454,杞,26462,U+675E,合并字库; GB2312,2
2455,束,26463,U+675F,追加字库; 合并字库; GB2312,3
2456,杠,26464,U+6760,追加字库; 合并字库; GB2312,3
2457,条,26465,U+6761,合并字库; GB2312,2
2458,来,26469,U+6765,合并字库; GB2312,2
2459,杨,26472,U+6768,合并字库; GB2312,2
2460,杩,26473,U+6769,追加字库; 合并字库; GB2312,3
2461,杪,26474,U+676A,追加字库; 合并字库; GB2312,3
2462,杭,26477,U+676D,合并字库; GB2312,2
2463,杯,26479,U+676F,追加字库; 合并字库; GB2312,3
2464,杰,26480,U+6770,追加字库; 合并字库; GB2312,3
2465,杲,26482,U+6772,追加字库; 合并字库; GB2312,3
2466,杳,26483,U+6773,追加字库; 合并字库; GB2312,3
2467,杵,26485,U+6775,追加字库; 合并字库; GB2312,3
2468,杷,26487,U+6777,追加字库; 合并字库; GB2312,3
2469,杼,26492,U+677C,追加字库; 合并字库; GB2312,3
2470,松,26494,U+677E,合并字库; GB2312,2
2471,板,26495,U+677F,合并字库; GB2312,2
2472,极,26497,U+6781,合并字库; GB2312,2
2473,构,26500,U+6784,追加字库; 合并字库; GB2312,3
2474,枇,26503,U+6787,追加字库; 合并字库; GB2312,3
2475,枉,26505,U+6789,追加字库; 合并字库; GB2312,3
2476,枋,26507,U+678B,追加字库; 合并字库; GB2312,3
2477,析,26512,U+6790,追加字库; 合并字库; GB2312,3
2478,枕,26517,U+6795,追加字库; 合并字库; GB2312,3
2479,林,26519,U+6797,合并字库; GB2312,2
2480,枘,26520,U+6798,追加字库; 合并字库; GB2312,3
2481,枚,26522,U+679A,追加字库; 合并字库; GB2312,3
2482,果,26524,U+679C,合并字库; GB2312,2
2483,枝,26525,U+679D,合并字库; GB2312,2
2484,枞,26526,U+679E,追加字库; 合并字库; GB2312,3
2485,枢,26530,U+67A2,追加字库; 合并字库; GB2312,3
2486,枣,26531,U+67A3,合并字库; GB2312,2
2487,枥,26533,U+67A5,追加字库; 合并字库; GB2312,3
2488,枧,26535,U+67A7,追加字库; 合并字库; GB2312,3
2489,枨,26536,U+67A8,追加字库; 合并字库; GB2312,3
2490,枪,26538,U+67AA,追加字库; 合并字库; GB2312,3
2491,枫,26539,U+67AB,追加字库; 合并字库; GB2312,3
2492,枭,26541,U+67AD,追加字库; 合并字库; GB2312,3
2493,枯,26543,U+67AF,追加字库; 合并字库; GB2312,3
2494,枰,26544,U+67B0,追加字库; 合并字库; GB2312,3
2495,枳,26547,U+67B3,追加字库; 合并字库; GB2312,3
2496,枵,26549,U+67B5,追加字库; 合并字库; GB2312,3
2497,架,26550,U+67B6,追加字库; 合并字库; GB2312,3
2498,枷,26551,U+67B7,追加字库; 合并字库; GB2312,3
2499,枸,26552,U+67B8,追加字库; 合并字库; GB2312,3
2500,柁,26561,U+67C1,追加字库; 合并字库; GB2312,3
2501,柃,26563,U+67C3,追加字库; 合并字库; GB2312,3
2502,柄,26564,U+67C4,追加字库; 合并字库; GB2312,3
2503,柏,26575,U+67CF,合并字库; GB2312,2
2504,某,26576,U+67D0,追加字库; 合并字库; GB2312,3
2505,柑,26577,U+67D1,追加字库; 合并字库; GB2312,3
2506,柒,26578,U+67D2,追加字库; 合并字库; GB2312,3
2507,染,26579,U+67D3,追加字库; 合并字库; GB2312,3
2508,柔,26580,U+67D4,追加字库; 合并字库; GB2312,3
2509,柘,26584,U+67D8,追加字库; 合并字库; GB2312,3
2510,柙,26585,U+67D9,追加字库; 合并字库; GB2312,3
2511,柚,26586,U+67DA,追加字库; 合并字库; GB2312,3
2512,柜,26588,U+67DC,追加字库; 合并字库; GB2312,3
2513,柝,26589,U+67DD,追加字库; 合并字库; GB2312,3
2514,柞,26590,U+67DE,追加字库; 合并字库; GB2312,3
2515,柠,26592,U+67E0,追加字库; 合并字库; GB2312,3
2516,柢,26594,U+67E2,追加字库; 合并字库; GB2312,3
2517,查,26597,U+67E5,合并字库; GB2312,2
2518,柩,26601,U+67E9,追加字库; 合并字库; GB2312,3
2519,柬,26604,U+67EC,追加字库; 合并字库; GB2312,3
2520,柯,26607,U+67EF,追加字库; 合并字库; GB2312,3
2521,柰,26608,U+67F0,追加字库; 合并字库; GB2312,3
2522,柱,26609,U+67F1,合并字库; GB2312,2
2523,柳,26611,U+67F3,合并字库; GB2312,2
2524,柴,26612,U+67F4,合并字库; GB2312,2
2525,柽,26621,U+67FD,追加字库; 合并字库; GB2312,3
2526,柿,26623,U+67FF,追加字库; 合并字库; GB2312,3
2527,栀,26624,U+6800,追加字库; 合并字库; GB2312,3
2528,栅,26629,U+6805,追加字库; 合并字库; GB2312,3
2529,标,26631,U+6807,合并字库; GB2312,2
2530,栈,26632,U+6808,追加字库; 合并字库; GB2312,3
2531,栉,26633,U+6809,追加字库; 合并字库; GB2312,3
2532,栊,26634,U+680A,追加字库; 合并字库; GB2312,3
2533,栋,26635,U+680B,合并字库; GB2312,2
2534,栌,26636,U+680C,追加字库; 合并字库; GB2312,3
2535,栎,26638,U+680E,追加字库; 合并字库; GB2312,3
2536,栏,26639,U+680F,合并字库; GB2312,2
2537,树,26641,U+6811,合并字库; GB2312,2
2538,栓,26643,U+6813,追加字库; 合并字库; GB2312,3
2539,栖,26646,U+6816,追加字库; 合并字库; GB2312,3
2540,栗,26647,U+6817,追加字库; 合并字库; GB2312,3
2541,栝,26653,U+681D,追加字库; 合并字库; GB2312,3
2542,校,26657,U+6821,合并字库; GB2312,2
2543,栩,26665,U+6829,追加字库; 合并字库; GB2312,3
2544,株,26666,U+682A,合并字库; GB2312,2
2545,栲,26674,U+6832,追加字库; 合并字库; GB2312,3
2546,栳,26675,U+6833,追加字库; 合并字库; GB2312,3
2547,样,26679,U+6837,合并字库; GB2312,2
2548,核,26680,U+6838,追加字库; 合并字库; GB2312,3
2549,根,26681,U+6839,追加字库; 追加字库; 合并字库; GB2312,4
2550,格,26684,U+683C,合并字库; GB2312,2
2551,栽,26685,U+683D,追加字库; 合并字库; GB2312,3
2552,栾,26686,U+683E,合并字库; GB2312,2
2553,桀,26688,U+6840,追加字库; 合并字库; GB2312,3
2554,桁,26689,U+6841,追加字库; 合并字库; GB2312,3
2555,桂,26690,U+6842,合并字库; GB2312,2
2556,桃,26691,U+6843,合并字库; GB2312,2
2557,桄,26692,U+6844,追加字库; 合并字库; GB2312,3
2558,桅,26693,U+6845,追加字库; 合并字库; GB2312,3
2559,框,26694,U+6846,追加字库; 合并字库; GB2312,3
2560,案,26696,U+6848,追加字库; 合并字库; GB2312,3
2561,桉,26697,U+6849,追加字库; 合并字库; GB2312,3
2562,桊,26698,U+684A,追加字库; 合并字库; GB2312,3
2563,桌,26700,U+684C,追加字库; 合并字库; GB2312,3
2564,桎,26702,U+684E,追加字库; 合并字库; GB2312,3
2565,桐,26704,U+6850,合并字库; GB2312,2
2566,桑,26705,U+6851,合并字库; GB2312,2
2567,桓,26707,U+6853,合并字库; GB2312,2
2568,桔,26708,U+6854,追加字库; 合并字库; GB2312,3
2569,桕,26709,U+6855,追加字库; 合并字库; GB2312,3
2570,桠,26720,U+6860,追加字库; 合并字库; GB2312,3
2571,桡,26721,U+6861,追加字库; 合并字库; GB2312,3
2572,桢,26722,U+6862,追加字库; 合并字库; GB2312,3
2573,档,26723,U+6863,追加字库; 合并字库; GB2312,3
2574,桤,26724,U+6864,追加字库; 合并字库; GB2312,3
2575,桥,26725,U+6865,合并字库; GB2312,2
2576,桦,26726,U+6866,合并字库; GB2312,2
2577,桧,26727,U+6867,追加字库; 合并字库; GB2312,3
2578,桨,26728,U+6868,追加字库; 合并字库; GB2312,3
2579,桩,26729,U+6869,追加字库; 合并字库; GB2312,3
2580,桫,26731,U+686B,追加字库; 合并字库; GB2312,3
2581,桴,26740,U+6874,追加字库; 合并字库; GB2312,3
2582,桶,26742,U+6876,追加字库; 合并字库; GB2312,3
2583,桷,26743,U+6877,追加字库; 合并字库; GB2312,3
2584,梁,26753,U+6881,合并字库; GB2312,2
2585,梃,26755,U+6883,追加字库; 合并字库; GB2312,3
2586,梅,26757,U+6885,合并字库; GB2312,2
2587,梆,26758,U+6886,追加字库; 合并字库; GB2312,3
2588,梏,26767,U+688F,追加字库; 合并字库; GB2312,3
2589,梓,26771,U+6893,合并字库; GB2312,2
2590,梗,26775,U+6897,追加字库; 合并字库; GB2312,3
2591,梢,26786,U+68A2,追加字库; 合并字库; GB2312,3
2592,梦,26790,U+68A6,追加字库; 合并字库; GB2312,3
2593,梧,26791,U+68A7,合并字库; GB2312,2
2594,梨,26792,U+68A8,合并字库; GB2312,2
2595,梭,26797,U+68AD,追加字库; 合并字库; GB2312,3
2596,梯,26799,U+68AF,合并字库; GB2312,2
2597,械,26800,U+68B0,追加字库; 合并字库; GB2312,3
2598,梳,26803,U+68B3,追加字库; 合并字库; GB2312,3
2599,梵,26805,U+68B5,追加字库; 合并字库; GB2312,3
2600,检,26816,U+68C0,合并字库; GB2312,2
2601,棂,26818,U+68C2,追加字库; 合并字库; GB2312,3
2602,棉,26825,U+68C9,合并字库; GB2312,2
2603,棋,26827,U+68CB,追加字库; 合并字库; GB2312,3
2604,棍,26829,U+68CD,追加字库; 合并字库; GB2312,3
2605,棒,26834,U+68D2,追加字库; 合并字库; GB2312,3
2606,棕,26837,U+68D5,追加字库; 合并字库; GB2312,3
2607,棘,26840,U+68D8,追加字库; 合并字库; GB2312,3
2608,棚,26842,U+68DA,追加字库; 合并字库; GB2312,3
2609,棠,26848,U+68E0,追加字库; 合并字库; GB2312,3
2610,棣,26851,U+68E3,追加字库; 合并字库; GB2312,3
2611,森,26862,U+68EE,追加字库; 合并字库; GB2312,3
2612,棰,26864,U+68F0,追加字库; 合并字库; GB2312,3
2613,棱,26865,U+68F1,追加字库; 合并字库; GB2312,3
2614,棵,26869,U+68F5,追加字库; 合并字库; GB2312,3
2615,棹,26873,U+68F9,追加字库; 合并字库; GB2312,3
2616,棺,26874,U+68FA,追加字库; 合并字库; GB2312,3
2617,棼,26876,U+68FC,追加字库; 合并字库; GB2312,3
2618,椁,26881,U+6901,追加字库; 合并字库; GB2312,3
2619,椅,26885,U+6905,追加字库; 合并字库; GB2312,3
2620,椋,26891,U+690B,追加字库; 合并字库; GB2312,3
2621,植,26893,U+690D,追加字库; 合并字库; GB2312,3
2622,椎,26894,U+690E,追加字库; 合并字库; GB2312,3
2623,椐,26896,U+6910,追加字库; 合并字库; GB2312,3
2624,椒,26898,U+6912,合并字库; GB2312,2
2625,椟,26911,U+691F,追加字库; 合并字库; GB2312,3
2626,椠,26912,U+6920,追加字库; 合并字库; GB2312,3
2627,椤,26916,U+6924,追加字库; 合并字库; GB2312,3
2628,椭,26925,U+692D,追加字库; 合并字库; GB2312,3
2629,椰,26928,U+6930,追加字库; 合并字库; GB2312,3
2630,椴,26932,U+6934,追加字库; 合并字库; GB2312,3
2631,椹,26937,U+6939,追加字库; 合并字库; GB2312,3
2632,椽,26941,U+693D,追加字库; 合并字库; GB2312,3
2633,椿,26943,U+693F,追加字库; 合并字库; GB2312,3
2634,楂,26946,U+6942,追加字库; 合并字库; GB2312,3
2635,楔,26964,U+6954,追加字库; 合并字库; GB2312,3
2636,楗,26967,U+6957,追加字库; 合并字库; GB2312,3
2637,楚,26970,U+695A,合并字库; GB2312,2
2638,楝,26973,U+695D,追加字库; 合并字库; GB2312,3
2639,楞,26974,U+695E,追加字库; 合并字库; GB2312,3
2640,楠,26976,U+6960,追加字库; 合并字库; GB2312,3
2641,楣,26979,U+6963,追加字库; 合并字库; GB2312,3
2642,楦,26982,U+6966,追加字库; 合并字库; GB2312,3
2643,楫,26987,U+696B,追加字库; 合并字库; GB2312,3
2644,楮,26990,U+696E,追加字库; 合并字库; GB2312,3
2645,楱,26993,U+6971,追加字库; 合并字库; GB2312,3
2646,楷,26999,U+6977,追加字库; 合并字库; GB2312,3
2647,楸,27000,U+6978,追加字库; 合并字库; GB2312,3
2648,楹,27001,U+6979,追加字库; 合并字库; GB2312,3
2649,楼,27004,U+697C,合并字库; GB2312,2
2650,榀,27008,U+6980,追加字库; 合并字库; GB2312,3
2651,概,27010,U+6982,追加字库; 合并字库; GB2312,3
2652,榄,27012,U+6984,合并字库; GB2312,2
2653,榆,27014,U+6986,合并字库; GB2312,2
2654,榇,27015,U+6987,追加字库; 合并字库; GB2312,3
2655,榈,27016,U+6988,追加字库; 合并字库; GB2312,3
2656,榉,27017,U+6989,追加字库; 合并字库; GB2312,3
2657,榍,27021,U+698D,追加字库; 合并字库; GB2312,3
2658,榔,27028,U+6994,追加字库; 合并字库; GB2312,3
2659,榕,27029,U+6995,合并字库; GB2312,2
2660,榘,27032,U+6998,追加字库; 合并字库; GB2312,3
2661,榛,27035,U+699B,追加字库; 合并字库; GB2312,3
2662,榜,27036,U+699C,合并字库; GB2312,2
2663,榧,27047,U+69A7,追加字库; 合并字库; GB2312,3
2664,榨,27048,U+69A8,追加字库; 合并字库; GB2312,3
2665,榫,27051,U+69AB,追加字库; 合并字库; GB2312,3
2666,榭,27053,U+69AD,追加字库; 合并字库; GB2312,3
2667,榱,27057,U+69B1,追加字库; 合并字库; GB2312,3
2668,榴,27060,U+69B4,追加字库; 合并字库; GB2312,3
2669,榷,27063,U+69B7,追加字库; 合并字库; GB2312,3
2670,榻,27067,U+69BB,追加字库; 合并字库; GB2312,3
2671,槁,27073,U+69C1,追加字库; 合并字库; GB2312,3
2672,槊,27082,U+69CA,追加字库; 合并字库; GB2312,3
2673,槌,27084,U+69CC,追加字库; 合并字库; GB2312,3
2674,槎,27086,U+69CE,追加字库; 合并字库; GB2312,3
2675,槐,27088,U+69D0,追加字库; 合并字库; GB2312,3
2676,槔,27092,U+69D4,追加字库; 合并字库; GB2312,3
2677,槛,27099,U+69DB,追加字库; 合并字库; GB2312,3
2678,槟,27103,U+69DF,追加字库; 合并字库; GB2312,3
2679,槠,27104,U+69E0,追加字库; 合并字库; GB2312,3
2680,槭,27117,U+69ED,追加字库; 合并字库; GB2312,3
2681,槲,27122,U+69F2,追加字库; 合并字库; GB2312,3
2682,槽,27133,U+69FD,追加字库; 合并字库; GB2312,3
2683,槿,27135,U+69FF,追加字库; 合并字库; GB2312,3
2684,樊,27146,U+6A0A,追加字库; 合并字库; GB2312,3
2685,樗,27159,U+6A17,追加字库; 合并字库; GB2312,3
2686,樘,27160,U+6A18,追加字库; 合并字库; GB2312,3
2687,樟,27167,U+6A1F,合并字库; GB2312,2
2688,模,27169,U+6A21,合并字库; GB2312,2
2689,樨,27176,U+6A28,追加字库; 合并字库; GB2312,3
2690,横,27178,U+6A2A,合并字库; GB2312,2
2691,樯,27183,U+6A2F,追加字库; 合并字库; GB2312,3
2692,樱,27185,U+6A31,追加字库; 合并字库; GB2312,3
2693,樵,27189,U+6A35,合并字库; GB2312,2
2694,樽,27197,U+6A3D,追加字库; 合并字库; GB2312,3
2695,樾,27198,U+6A3E,追加字库; 合并字库; GB2312,3
2696,橄,27204,U+6A44,追加字库; 合并字库; GB2312,3
2697,橇,27207,U+6A47,追加字库; 合并字库; GB2312,3
2698,橐,27216,U+6A50,追加字库; 合并字库; GB2312,3
2699,橘,27224,U+6A58,追加字库; 合并字库; GB2312,3
2700,橙,27225,U+6A59,合并字库; GB2312,2
2701,橛,27227,U+6A5B,追加字库; 合并字库; GB2312,3
2702,橡,27233,U+6A61,追加字库; 合并字库; GB2312,3
